id,doi_url,title,path
evidence_import_refs_2025_09_11_10_1196_annals_1351_019,https://doi.org/10.1196/annals.1351.019,Epidemiological Aspects of Rheumatoid Arthritis,evidence/evidence_import_refs_2025_09_11_10_1196_annals_1351_019.md
evidence_import_refs_2025_09_11_10_12982_jams_2024_050,https://doi.org/10.12982/jams.2024.050,Factors associated with musculoskeletal pain in ambulatory individuals with spinal cord injury,evidence/evidence_import_refs_2025_09_11_10_12982_jams_2024_050.md
evidence_import_refs_2025_09_11_10_1371_journal_pone_0178621,https://doi.org/10.1371/journal.pone.0178621,Effective treatment options for musculoskeletal pain in primary care: A systematic overview of current evidence,evidence/evidence_import_refs_2025_09_11_10_1371_journal_pone_0178621.md
evidence_import_refs_2025_09_11_10_1371_journal_pone_0306993,https://doi.org/10.1371/journal.pone.0306993,Patients’ experiences with musculoskeletal spinal pain: A qualitative systematic review protocol,evidence/evidence_import_refs_2025_09_11_10_1371_journal_pone_0306993.md
evidence_import_refs_2025_09_11_10_20944_preprints202406_1887_v1,https://doi.org/10.20944/preprints202406.1887.v1,Ammonia Emissions and Building-Related Mitigation Strategies in Dairy Barns: A Review,evidence/evidence_import_refs_2025_09_11_10_20944_preprints202406_1887_v1.md
evidence_import_refs_2025_09_11_10_2302_kjm_32_59,https://doi.org/10.2302/kjm.32.59,The natural course of gonarthritis.,evidence/evidence_import_refs_2025_09_11_10_2302_kjm_32_59.md
evidence_import_refs_2025_09_11_10_3174_ajnr_a4173,https://doi.org/10.3174/ajnr.a4173,Systematic Literature Review of Imaging Features of Spinal Degeneration in Asymptomatic Populations,evidence/evidence_import_refs_2025_09_11_10_3174_ajnr_a4173.md
evidence_import_refs_2025_09_11_10_3389_fmed_2024_1433070,https://doi.org/10.3389/fmed.2024.1433070,Advancing musculoskeletal diagnosis and therapy: a comprehensive review of trigger point theory and muscle pain patterns,evidence/evidence_import_refs_2025_09_11_10_3389_fmed_2024_1433070.md
evidence_import_refs_2025_09_11_10_3389_fphar_2022_811962,https://doi.org/10.3389/fphar.2022.811962,Comparative Efficacy of Pharmacological Therapies for Low Back Pain: A Bayesian Network Analysis,evidence/evidence_import_refs_2025_09_11_10_3389_fphar_2022_811962.md
evidence_import_refs_2025_09_11_10_3390_jcm13164781,https://doi.org/10.3390/jcm13164781,Risk of Subsequent Hip Fractures across Varying Treatment Patterns for Index Vertebral Compression Fractures,evidence/evidence_import_refs_2025_09_11_10_3390_jcm13164781.md
evidence_import_refs_2025_09_11_10_35975_apic_v28i3_2459,https://doi.org/10.35975/apic.v28i3.2459,"Effect of instrument-assisted soft tissue mobilization versus myofascial release therapy for pain, mobility, and disability in chronic low backache patients: a quasi-experimental study",evidence/evidence_import_refs_2025_09_11_10_35975_apic_v28i3_2459.md
evidence_import_refs_2025_09_11_10_4103_sni_sni_359_17,https://doi.org/10.4103/sni.sni_359_17,Diagnostic efficacy of clinical tests for lumbar spinal instability,evidence/evidence_import_refs_2025_09_11_10_4103_sni_sni_359_17.md
evidence_import_refs_2025_09_11_10_5705_ss_202021_0387,https://doi.org/10.5705/ss.202021.0387,Statistical Inference With Anchored Bayesian Mixture of Regressions Models: An Illustrative Study of Allometric Data,evidence/evidence_import_refs_2025_09_11_10_5705_ss_202021_0387.md
evidence_import_refs_2025_09_12_10_1001_jama_2020_0734,https://doi.org/10.1001/jama.2020.0734,"US Health Care Spending by Payer and Health Condition, 1996-2016",evidence/evidence_import_refs_2025_09_12_10_1001_jama_2020_0734.md
evidence_import_refs_2025_09_12_10_1001_jama_293_20_2479,https://doi.org/10.1001/jama.293.20.2479,Physical Activity and Survival After Breast Cancer Diagnosis,evidence/evidence_import_refs_2025_09_12_10_1001_jama_293_20_2479.md
evidence_import_refs_2025_09_12_10_1001_jamainternmed_2015_0217,https://doi.org/10.1001/jamainternmed.2015.0217,Effect of Primary Care–Based Education on Reassurance in Patients With Acute Low Back Pain,evidence/evidence_import_refs_2025_09_12_10_1001_jamainternmed_2015_0217.md
evidence_import_refs_2025_09_12_10_1001_jamanetworkopen_2018_0105,https://doi.org/10.1001/jamanetworkopen.2018.0105,Effect of Usual Medical Care Plus Chiropractic Care vs Usual Medical Care Alone on Pain and Disability Among US Service Members With Low Back Pain,evidence/evidence_import_refs_2025_09_12_10_1001_jamanetworkopen_2018_0105.md
evidence_import_refs_2025_09_12_10_1001_jamanetworkopen_2018_6828,https://doi.org/10.1001/jamanetworkopen.2018.6828,Comparative Clinical Effectiveness of Nonsurgical Treatment Methods in Patients With Lumbar Spinal Stenosis,evidence/evidence_import_refs_2025_09_12_10_1001_jamanetworkopen_2018_6828.md
evidence_import_refs_2025_09_12_10_1001_jamanetworkopen_2023_37001,https://doi.org/10.1001/jamanetworkopen.2023.37001,Management of de Quervain Tenosynovitis,evidence/evidence_import_refs_2025_09_12_10_1001_jamanetworkopen_2023_37001.md
evidence_import_refs_2025_09_12_10_1002_14651858_cd000335_pub2,https://doi.org/10.1002/14651858.cd000335.pub2,Exercise therapy for treatment of non-specific low back pain,evidence/evidence_import_refs_2025_09_12_10_1002_14651858_cd000335_pub2.md
evidence_import_refs_2025_09_12_10_1002_14651858_cd000963_pub3,https://doi.org/10.1002/14651858.cd000963.pub3,Multidisciplinary biopsychosocial rehabilitation for chronic low back pain,evidence/evidence_import_refs_2025_09_12_10_1002_14651858_cd000963_pub3.md
evidence_import_refs_2025_09_12_10_1002_14651858_cd003010_pub5,https://doi.org/10.1002/14651858.cd003010.pub5,Traction for low-back pain with or without sciatica,evidence/evidence_import_refs_2025_09_12_10_1002_14651858_cd003010_pub5.md
evidence_import_refs_2025_09_12_10_1002_14651858_cd004250_pub4,https://doi.org/10.1002/14651858.CD004250.pub4,Exercises for mechanical neck disorders,evidence/evidence_import_refs_2025_09_12_10_1002_14651858_cd004250_pub4.md
evidence_import_refs_2025_09_12_10_1002_14651858_cd009790_pub2,https://doi.org/10.1002/14651858.cd009790.pub2,Exercise therapy for chronic low back pain,evidence/evidence_import_refs_2025_09_12_10_1002_14651858_cd009790_pub2.md
evidence_import_refs_2025_09_12_10_1002_acr_22744,https://doi.org/10.1002/acr.22744,Physical Therapist–Delivered Pain Coping Skills Training and Exercise for Knee Osteoarthritis: Randomized Controlled Trial,evidence/evidence_import_refs_2025_09_12_10_1002_acr_22744.md
evidence_import_refs_2025_09_12_10_1002_art_23563,https://doi.org/10.1002/art.23563,A primary care back pain screening tool: Identifying patient subgroups for initial treatment,evidence/evidence_import_refs_2025_09_12_10_1002_art_23563.md
evidence_import_refs_2025_09_12_10_1002_ejp_1395,https://doi.org/10.1002/ejp.1395,Physical activity as a prognostic factor of pain intensity and disability in patients with low back pain: A systematic review,evidence/evidence_import_refs_2025_09_12_10_1002_ejp_1395.md
evidence_import_refs_2025_09_12_10_1002_ejp_1782,https://doi.org/10.1002/ejp.1782,Self‐reported prognostic factors in adults reporting neck or low back pain: An umbrella review,evidence/evidence_import_refs_2025_09_12_10_1002_ejp_1782.md
evidence_import_refs_2025_09_12_10_1002_ejp_70090,https://doi.org/10.1002/ejp.70090,"Exercise Therapy Versus Manual Therapy for the Management of Pain Intensity, Disability, and Physical Function in People With Chronic Low Back Pain: A Systematic Review With Meta‐Analysis and Meta‐Regression",evidence/evidence_import_refs_2025_09_12_10_1002_ejp_70090.md
evidence_import_refs_2025_09_12_10_1002_ijgo_14045,https://doi.org/10.1002/ijgo.14045,"Effect of birth ball abdominal core training on pregnancy fatigue, waist pain and delivery outcomes",evidence/evidence_import_refs_2025_09_12_10_1002_ijgo_14045.md
evidence_import_refs_2025_09_12_10_1002_j_1532_2149_2011_00023_x,https://doi.org/10.1002/j.1532-2149.2011.00023.x,Within‐session sensitization and between‐session habituation: A robust physiological response to repetitive painful heat stimulation,evidence/evidence_import_refs_2025_09_12_10_1002_j_1532_2149_2011_00023_x.md
evidence_import_refs_2025_09_12_10_1002_jor_20415,https://doi.org/10.1002/jor.20415,Clinical features of patellar tendinopathy and their implications for rehabilitation,evidence/evidence_import_refs_2025_09_12_10_1002_jor_20415.md
evidence_import_refs_2025_09_12_10_1002_mus_10549,https://doi.org/10.1002/mus.10549,Effect of static stretch training on neural and mechanical properties of the human plantar‐flexor muscles,evidence/evidence_import_refs_2025_09_12_10_1002_mus_10549.md
evidence_import_refs_2025_09_12_10_1002_nop2_1437,https://doi.org/10.1002/nop2.1437,Elements of patient satisfaction: An integrative review,evidence/evidence_import_refs_2025_09_12_10_1002_nop2_1437.md
evidence_import_refs_2025_09_12_10_1002_nur_4770080119,https://doi.org/10.1002/nur.4770080119,"Benner, P. (1984). From novice to expert, excellence and power in clinical nursing practice. Menlo Park, CA: Addison‐Wesley Publishing Company, 307 pp., $12.95 (soft cover)",evidence/evidence_import_refs_2025_09_12_10_1002_nur_4770080119.md
evidence_import_refs_2025_09_12_10_1002_pri_1648,https://doi.org/10.1002/pri.1648,Psychological Predictors of Outcomes with Lumbar Spinal Fusion: A Systematic Literature Review,evidence/evidence_import_refs_2025_09_12_10_1002_pri_1648.md
evidence_import_refs_2025_09_12_10_1002_pri_2118,https://doi.org/10.1002/pri.2118,Prefabricated contoured foot orthoses to reduce pain and increase physical activity in people with hip osteoarthritis: A randomised feasibility trial,evidence/evidence_import_refs_2025_09_12_10_1002_pri_2118.md
evidence_import_refs_2025_09_12_10_1007_bf00268043,https://doi.org/10.1007/bf00268043,The anatomical pattern of gonarthrosis in Saudi Arabia,evidence/evidence_import_refs_2025_09_12_10_1007_bf00268043.md
evidence_import_refs_2025_09_12_10_1007_bf00268173,https://doi.org/10.1007/bf00268173,Rotational alignment of the lower limb in osteoarthritis of the knee,evidence/evidence_import_refs_2025_09_12_10_1007_bf00268173.md
evidence_import_refs_2025_09_12_10_1007_bf00438677,https://doi.org/10.1007/BF00438677,"Calcifying tendinitis, an active cell-mediated calcification",evidence/evidence_import_refs_2025_09_12_10_1007_bf00438677.md
evidence_import_refs_2025_09_12_10_1007_bf01742729,https://doi.org/10.1007/bf01742729,Résultats des prothèses unicompartimentales PCA du genou,evidence/evidence_import_refs_2025_09_12_10_1007_bf01742729.md
evidence_import_refs_2025_09_12_10_1007_s00038_019_01211_6,https://doi.org/10.1007/s00038-019-01211-6,Direct healthcare costs of spinal disorders in Brazil,evidence/evidence_import_refs_2025_09_12_10_1007_s00038_019_01211_6.md
evidence_import_refs_2025_09_12_10_1007_s00192_019_03937_6,https://doi.org/10.1007/s00192-019-03937-6,Perineal massage and training reduce perineal trauma in pregnant women older than 35 years: a randomized controlled trial,evidence/evidence_import_refs_2025_09_12_10_1007_s00192_019_03937_6.md
evidence_import_refs_2025_09_12_10_1007_s00404_011_1919_5,https://doi.org/10.1007/s00404-011-1919-5,Reducing perineal trauma through perineal massage with vaseline in second stage of labor,evidence/evidence_import_refs_2025_09_12_10_1007_s00404_011_1919_5.md
evidence_import_refs_2025_09_12_10_1007_s00421_017_3708_8,https://doi.org/10.1007/s00421-017-3708-8,High but not moderate-intensity endurance training increases pain tolerance: a randomised trial,evidence/evidence_import_refs_2025_09_12_10_1007_s00421_017_3708_8.md
evidence_import_refs_2025_09_12_10_1007_s00421_019_04159_w,https://doi.org/10.1007/s00421-019-04159-w,The effects of 6 weeks of constant-angle muscle stretching training on flexibility and muscle function in men with limited hamstrings’ flexibility,evidence/evidence_import_refs_2025_09_12_10_1007_s00421_019_04159_w.md
evidence_import_refs_2025_09_12_10_1007_s00586_006_0117_9,https://doi.org/10.1007/s00586-006-0117-9,"Danish version of the Oswestry Disability Index for patients with low back pain. Part 1: Cross-cultural adaptation, reliability and validity in two different populations",evidence/evidence_import_refs_2025_09_12_10_1007_s00586_006_0117_9.md
evidence_import_refs_2025_09_12_10_1007_s00586_012_2297_9,https://doi.org/10.1007/s00586-012-2297-9,Lack of uniform diagnostic criteria for cervical radiculopathy in conservative intervention studies: a systematic review,evidence/evidence_import_refs_2025_09_12_10_1007_s00586_012_2297_9.md
evidence_import_refs_2025_09_12_10_1007_s00586_013_2844_z,https://doi.org/10.1007/s00586-013-2844-z,Predictive factors for successful clinical outcome 1 year after an intensive combined physical and psychological programme for chronic low back pain,evidence/evidence_import_refs_2025_09_12_10_1007_s00586_013_2844_z.md
evidence_import_refs_2025_09_12_10_1007_s00586_017_5121_8,https://doi.org/10.1007/s00586-017-5121-8,National clinical guidelines for non-surgical treatment of patients with recent onset neck pain or cervical radiculopathy,evidence/evidence_import_refs_2025_09_12_10_1007_s00586_017_5121_8.md
evidence_import_refs_2025_09_12_10_1007_s00586_018_5673_2,https://doi.org/10.1007/s00586-018-5673-2,Clinical practice guidelines for the management of non-specific low back pain in primary care: an updated overview,evidence/evidence_import_refs_2025_09_12_10_1007_s00586_018_5673_2.md
evidence_import_refs_2025_09_12_10_1007_s00586_018_5742_6,https://doi.org/10.1007/s00586-018-5742-6,Cost of low back pain: results from a national register study in Sweden,evidence/evidence_import_refs_2025_09_12_10_1007_s00586_018_5742_6.md
evidence_import_refs_2025_09_12_10_1007_s10926_012_9404_y,https://doi.org/10.1007/s10926-012-9404-y,The Predictive Validity of OMPQ on the Rehabilitation Outcomes for Patients with Acute and Subacute Non-Specific LBP in a Chinese Population,evidence/evidence_import_refs_2025_09_12_10_1007_s10926_012_9404_y.md
evidence_import_refs_2025_09_12_10_1007_s10926_020_09879_x,https://doi.org/10.1007/s10926-020-09879-x,A Systematic Review of Workplace Interventions to Rehabilitate Musculoskeletal Disorders Among Employees with Physical Demanding Work,evidence/evidence_import_refs_2025_09_12_10_1007_s10926_020_09879_x.md
evidence_import_refs_2025_09_12_10_1007_s40279_013_0019_z,https://doi.org/10.1007/s40279-013-0019-z,Achilles and Patellar Tendinopathy Loading Programmes,evidence/evidence_import_refs_2025_09_12_10_1007_s40279_013_0019_z.md
evidence_import_refs_2025_09_12_10_1007_s43465_020_00319_9,https://doi.org/10.1007/s43465-020-00319-9,Ulnar-Side Wrist Pain Management Guidelines: All That Hurts is Not the TFCC!,evidence/evidence_import_refs_2025_09_12_10_1007_s43465_020_00319_9.md
evidence_import_refs_2025_09_12_10_1016_j_amjmed_2016_04_022,https://doi.org/10.1016/j.amjmed.2016.04.022,Should We SPRINT Toward New Blood Pressure Goals or Let the Dust Settle?,evidence/evidence_import_refs_2025_09_12_10_1016_j_amjmed_2016_04_022.md
evidence_import_refs_2025_09_12_10_1016_j_apmr_2008_06_022,https://doi.org/10.1016/j.apmr.2008.06.022,Reliability of Rehabilitative Ultrasound Imaging of the Transversus Abdominis and Lumbar Multifidus Muscles,evidence/evidence_import_refs_2025_09_12_10_1016_j_apmr_2008_06_022.md
evidence_import_refs_2025_09_12_10_1016_j_apmr_2008_11_011,https://doi.org/10.1016/j.apmr.2008.11.011,Ultrasound Characteristics of the Deep Abdominal Muscles During the Active Straight Leg Raise Test,evidence/evidence_import_refs_2025_09_12_10_1016_j_apmr_2008_11_011.md
evidence_import_refs_2025_09_12_10_1016_j_apmr_2015_10_009,https://doi.org/10.1016/j.apmr.2015.10.009,WITHDRAWN,evidence/evidence_import_refs_2025_09_12_10_1016_j_apmr_2015_10_009.md
evidence_import_refs_2025_09_12_10_1016_j_arthro_2022_08_005,https://doi.org/10.1016/j.arthro.2022.08.005,SLAP Tears: Treatment Algorithm,evidence/evidence_import_refs_2025_09_12_10_1016_j_arthro_2022_08_005.md
evidence_import_refs_2025_09_12_10_1016_j_berh_2009_11_003,https://doi.org/10.1016/j.berh.2009.11.003,Treatment-based subgroups of low back pain: A guide to appraisal of research studies and a summary of current evidence,evidence/evidence_import_refs_2025_09_12_10_1016_j_berh_2009_11_003.md
evidence_import_refs_2025_09_12_10_1016_j_berh_2013_10_005,https://doi.org/10.1016/j.berh.2013.10.005,Stratified models of care,evidence/evidence_import_refs_2025_09_12_10_1016_j_berh_2013_10_005.md
evidence_import_refs_2025_09_12_10_1016_j_bjpt_2022_100395,https://doi.org/10.1016/j.bjpt.2022.100395,International physical therapists consensus on clinical descriptors for diagnosing rotator cuff related shoulder pain: A Delphi study,evidence/evidence_import_refs_2025_09_12_10_1016_j_bjpt_2022_100395.md
evidence_import_refs_2025_09_12_10_1016_j_clinbiomech_2009_10_001,https://doi.org/10.1016/j.clinbiomech.2009.10.001,A comparison of ultrasound and electromyography measures of force and activation to examine the mechanics of abdominal wall contraction,evidence/evidence_import_refs_2025_09_12_10_1016_j_clinbiomech_2009_10_001.md
evidence_import_refs_2025_09_12_10_1016_j_cpr_2024_102449,https://doi.org/10.1016/j.cpr.2024.102449,"The influence of threat on visuospatial perception, affordances, and protective behaviour: A systematic review and meta-analysis",evidence/evidence_import_refs_2025_09_12_10_1016_j_cpr_2024_102449.md
evidence_import_refs_2025_09_12_10_1016_j_ctim_2008_02_006,https://doi.org/10.1016/j.ctim.2008.02.006,Tension neck syndrome treated by acupuncture combined with physiotherapy: A comparative clinical trial (pilot study),evidence/evidence_import_refs_2025_09_12_10_1016_j_ctim_2008_02_006.md
evidence_import_refs_2025_09_12_10_1016_j_ejpain_2003_09_002,https://doi.org/10.1016/j.ejpain.2003.09.002,Role of spinal 5‐HT<sub>1A</sub> receptors in morphine analgesia and tolerance in rats,evidence/evidence_import_refs_2025_09_12_10_1016_j_ejpain_2003_09_002.md
evidence_import_refs_2025_09_12_10_1016_j_ejpain_2010_09_011,https://doi.org/10.1016/j.ejpain.2010.09.011,Review: The influence of informal social support on risk and prognosis in spinal pain: A systematic review,evidence/evidence_import_refs_2025_09_12_10_1016_j_ejpain_2010_09_011.md
evidence_import_refs_2025_09_12_10_1016_j_ijgo_2015_04_048,https://doi.org/10.1016/j.ijgo.2015.04.048,Effect of perineal massage on the rate of episiotomy and perineal tearing,evidence/evidence_import_refs_2025_09_12_10_1016_j_ijgo_2015_04_048.md
evidence_import_refs_2025_09_12_10_1016_j_jbmt_2011_02_003,https://doi.org/10.1016/j.jbmt.2011.02.003,Postural control under visual and proprioceptive perturbations during double and single limb stances: Insights for balance training,evidence/evidence_import_refs_2025_09_12_10_1016_j_jbmt_2011_02_003.md
evidence_import_refs_2025_09_12_10_1016_j_jbmt_2015_02_003,https://doi.org/10.1016/j.jbmt.2015.02.003,Multimodal compared to pharmacologic treatments for chronic tension-type headache in adolescents,evidence/evidence_import_refs_2025_09_12_10_1016_j_jbmt_2015_02_003.md
evidence_import_refs_2025_09_12_10_1016_j_jclinepi_2011_01_012,https://doi.org/10.1016/j.jclinepi.2011.01.012,GRADE guidelines 6. Rating the quality of evidence—imprecision,evidence/evidence_import_refs_2025_09_12_10_1016_j_jclinepi_2011_01_012.md
evidence_import_refs_2025_09_12_10_1016_j_jclinepi_2024_111593,https://doi.org/10.1016/j.jclinepi.2024.111593,Prediction models for outcomes in people with low back pain receiving conservative treatment: a systematic review,evidence/evidence_import_refs_2025_09_12_10_1016_j_jclinepi_2024_111593.md
evidence_import_refs_2025_09_12_10_1016_j_jcm_2009_12_004,https://doi.org/10.1016/j.jcm.2009.12.004,Abdominal and back pain in a 65-year-old patient with metastatic prostate cancer,evidence/evidence_import_refs_2025_09_12_10_1016_j_jcm_2009_12_004.md
evidence_import_refs_2025_09_12_10_1016_j_jcm_2010_09_004,https://doi.org/10.1016/j.jcm.2010.09.004,"Knowledge, perceptions, and practices of chiropractic interns in the early detection of atypical moles",evidence/evidence_import_refs_2025_09_12_10_1016_j_jcm_2010_09_004.md
evidence_import_refs_2025_09_12_10_1016_j_jcm_2010_10_006,https://doi.org/10.1016/j.jcm.2010.10.006,Back pain and leg complaints that revealed non–small cell carcinoma: a case study,evidence/evidence_import_refs_2025_09_12_10_1016_j_jcm_2010_10_006.md
evidence_import_refs_2025_09_12_10_1016_j_jcm_2011_05_001,https://doi.org/10.1016/j.jcm.2011.05.001,"Chiropractic spinal manipulative therapy for a geriatric patient with low back pain and comorbidities of cancer, compression fractures, and osteoporosis",evidence/evidence_import_refs_2025_09_12_10_1016_j_jcm_2011_05_001.md
evidence_import_refs_2025_09_12_10_1016_j_jcm_2017_11_004,https://doi.org/10.1016/j.jcm.2017.11.004,Metastatic Cancer of the Thoracic and Lumbar Spine Presenting as Mid- and Low Back Pain in a Long Distance Runner,evidence/evidence_import_refs_2025_09_12_10_1016_j_jcm_2017_11_004.md
evidence_import_refs_2025_09_12_10_1016_j_jcm_2019_12_001,https://doi.org/10.1016/j.jcm.2019.12.001,The Impact of Soft Tissue Techniques in the Management of Migraine Headache: A Randomized Controlled Trial,evidence/evidence_import_refs_2025_09_12_10_1016_j_jcm_2019_12_001.md
evidence_import_refs_2025_09_12_10_1016_j_jhsa_2010_09_023,https://doi.org/10.1016/j.jhsa.2010.09.023,The Role of the Flexor Carpi Radialis Muscle in Scapholunate Instability,evidence/evidence_import_refs_2025_09_12_10_1016_j_jhsa_2010_09_023.md
evidence_import_refs_2025_09_12_10_1016_j_jmpt_2004_08_001,https://doi.org/10.1016/j.jmpt.2004.08.001,The Nordic Back Pain Subpopulation Program: Demographic and Clinical Predictors for Outcome in Patients Receiving Chiropractic Treatment for Persistent Low–Back Pain,evidence/evidence_import_refs_2025_09_12_10_1016_j_jmpt_2004_08_001.md
evidence_import_refs_2025_09_12_10_1016_j_jmpt_2006_01_010,https://doi.org/10.1016/j.jmpt.2006.01.010,The Effect of Sacroiliac Joint Manipulation on Feed-Forward Activation Times of the Deep Abdominal Musculature,evidence/evidence_import_refs_2025_09_12_10_1016_j_jmpt_2006_01_010.md
evidence_import_refs_2025_09_12_10_1016_j_jmpt_2006_06_017,https://doi.org/10.1016/j.jmpt.2006.06.017,Spinal Epidural Hematoma After Spinal Manipulative Therapy in a Patient Undergoing Anticoagulant Therapy: A Case Report,evidence/evidence_import_refs_2025_09_12_10_1016_j_jmpt_2006_06_017.md
evidence_import_refs_2025_09_12_10_1016_j_jmpt_2010_08_004,https://doi.org/10.1016/j.jmpt.2010.08.004,A Retrospective Study of Chiropractic Treatment of 276 Danish Infants With Infantile Colic,evidence/evidence_import_refs_2025_09_12_10_1016_j_jmpt_2010_08_004.md
evidence_import_refs_2025_09_12_10_1016_j_jmpt_2014_09_008,https://doi.org/10.1016/j.jmpt.2014.09.008,Adverse Events Due to Chiropractic and Other Manual Therapies for Infants and Children: A Review of the Literature,evidence/evidence_import_refs_2025_09_12_10_1016_j_jmpt_2014_09_008.md
evidence_import_refs_2025_09_12_10_1016_j_jmpt_2019_08_002,https://doi.org/10.1016/j.jmpt.2019.08.002,Current Evidence for Diagnosis of Common Conditions Causing Low Back Pain: Systematic Review and Standardized Terminology Recommendations,evidence/evidence_import_refs_2025_09_12_10_1016_j_jmpt_2019_08_002.md
evidence_import_refs_2025_09_12_10_1016_j_jpain_2008_09_004,https://doi.org/10.1016/j.jpain.2008.09.004,Psychologic Influence on Experimental Pain Sensitivity and Clinical Pain Intensity for Patients with Shoulder Pain,evidence/evidence_import_refs_2025_09_12_10_1016_j_jpain_2008_09_004.md
evidence_import_refs_2025_09_12_10_1016_j_jpain_2009_02_002,https://doi.org/10.1016/j.jpain.2009.02.002,"Experimental and Clinical Applications of Quantitative Sensory Testing Applied to Skin, Muscles and Viscera",evidence/evidence_import_refs_2025_09_12_10_1016_j_jpain_2009_02_002.md
